,l,k,m,ic.cohort.biomass.gm
1,1,AcerRubr,40,908.5955279
2,1,AcerRubr,30,435.7481151
3,1,AcerRubr,20,18.88691521
4,1,CornFlor,20,29.00490549
5,1,CornFlor,10,14.83971909
6,2,PinuTaed,30,516.6920374
7,2,PinuTaed,40,782.4579157
8,2,PinuTaed,20,67.45326859
9,2,LiquStyr,50,66.77873591
10,2,LiquStyr,40,48.56635339
11,2,LiriTuli,70,462.7294225
12,2,LiriTuli,40,29.67943818
13,2,PinuVirg,40,215.1759268
14,2,PrunSero,60,197.638077
15,2,PrunSero,30,13.49065372
16,2,OxydArbo,50,104.5525663
17,2,OxydArbo,40,66.10420322
18,2,CornFlor,20,41.14649384
19,2,NyssSylv,20,29.67943818
20,3,FaguGran,20,37.77383041
21,3,OxydArbo,20,220.5721883
22,3,OxydArbo,30,133.5574718
23,3,CaryGlab,20,26.98130744
24,3,AcerRubr,50,488.3616646
25,3,QuerPrin,30,172.6803676
26,3,QuerPrin,20,54.63714756
27,3,CornFlor,10,13.49065372
28,3,PinuTaed,80,1463.061396
29,3,LiquStyr,30,44.51915727
30,3,CaryAlba,50,375.0401734
31,3,NyssSylv,10,13.49065372
32,3,QuerCocc,20,57.3352783
33,3,QuerRubr,140,1829.332644
34,4,LiriTuli,20,123.4394815
35,4,LiriTuli,50,1839.450634
36,4,LiriTuli,30,359.5259216
37,4,LiriTuli,40,192.9163482
38,4,CaryAlba,40,283.9782608
39,4,OxydArbo,20,157.1661158
40,4,PinuVirg,30,1336.249251
41,4,PinuVirg,20,13.49065372
42,4,QuerAlba,40,999.6574405
43,4,PrunSero,30,171.3313022
44,4,AcerRubr,30,920.0625836
45,4,QuerFalc,30,710.9574509
46,4,QuerFalc,40,860.0291745
47,4,QuerCocc,30,225.9684498
48,4,CaryGlab,50,360.874987
49,4,CornFlor,20,37.77383041
50,5,PinuVirg,40,69.47686665
51,5,PinuVirg,90,2140.966745
52,5,PinuVirg,100,215.8504595
53,5,LiriTuli,40,159.8642466
54,5,LiriTuli,50,113.3214912
55,5,LiriTuli,140,475.5455436
56,5,OxydArbo,30,210.454198
57,5,LiquStyr,30,51.26448413
58,5,PinuTaed,40,104.5525663
59,5,AcerRubr,50,176.7275637
60,5,AcerRubr,30,49.91541876
61,5,AcerRubr,20,13.49065372
62,5,CornFlor,20,18.88691521
63,6,PinuStro,30,224.6193844
64,6,PinuStro,40,337.9408756
65,6,LiriTuli,30,103.8780336
66,6,LiriTuli,20,55.31168024
67,6,LiriTuli,40,253.6242899
68,6,LiriTuli,10,13.49065372
69,6,CornFlor,20,32.37756892
70,6,CornFlor,10,40.47196115
71,6,OxydArbo,20,32.37756892
72,6,OxydArbo,30,85.66565111
73,6,OxydArbo,10,13.49065372
74,6,AcerRubr,30,93.76004334
75,6,AcerRubr,20,50.58995144
76,6,AcerRubr,40,196.2890116
77,6,QuerCocc,20,125.4630796
78,6,PinuVirg,30,49.91541876
79,6,NyssSylv,20,76.22219351
80,6,QuerPrin,20,40.47196115
81,6,TsugCana,50,472.1728801
82,7,AcerRubr,30,115.3450893
83,7,AcerRubr,40,1335.574718
84,7,AcerRubr,50,252.2752245
85,7,LiriTuli,30,41.82102653
86,7,LiriTuli,80,304.888774
87,7,LiriTuli,50,271.1621397
88,7,LiriTuli,90,279.256532
89,7,LiriTuli,100,435.7481151
90,7,CaryGlab,70,675.2072186
91,7,CaryGlab,50,381.1109675
92,7,CaryGlab,80,835.7459978
93,7,NyssSylv,20,54.63714756
94,7,FraxAmer,30,53.96261487
95,7,QuerRubr,60,315.0067643
96,7,QuerRubr,40,312.3086336
97,7,MagnMacr,40,92.41097797
98,7,TiliAmhe,50,199.661675
99,7,QuerAlba,30,240.8081689
100,7,QuerAlba,40,1264.074253
101,7,RobiPseu,20,54.63714756
102,7,RobiPseu,30,105.9016317
103,7,OxydArbo,30,126.1376123
104,7,OxydArbo,20,70.15139933
105,7,AmelArbo,30,81.618455
106,7,QuerCocc,70,1061.039915
107,7,QuerPrin,50,294.7707837
108,8,PinuVirg,40,485.6635339
109,8,PinuVirg,50,250.9261592
110,8,PinuVirg,30,153.1189197
111,8,QuerCocc,50,336.5918103
112,8,PinuRigi,30,95.7836414
113,8,OxydArbo,30,271.8366724
114,8,NyssSylv,20,40.47196115
115,8,NyssSylv,30,81.618455
116,8,LiriTuli,30,63.40607248
117,8,LiriTuli,10,13.49065372
118,8,AcerRubr,40,241.4827016
119,8,AcerRubr,10,13.49065372
120,8,PinuStro,30,29.00490549
121,8,QuerAlba,110,1044.176598
122,8,QuerAlba,20,37.77383041
123,8,QuerAlba,90,1576.382887
124,8,CornFlor,20,31.02850355
125,8,QuerVelu,50,274.5348032
126,9,QuerCocc,10,20.23598058
127,9,QuerCocc,60,345.3607352
128,9,QuerCocc,30,192.2418155
129,9,QuerCocc,50,248.9025611
130,9,QuerCocc,70,261.7186821
131,9,NyssSylv,60,267.7894763
132,9,NyssSylv,50,580.7726426
133,9,QuerPrin,40,78.24579157
134,9,QuerPrin,70,468.125684
135,9,AcerRubr,50,101.1799029
136,9,AcerRubr,20,13.49065372
137,9,AcerRubr,40,217.8740575
138,9,AcerRubr,30,20.91051326
139,9,QuerAlba,80,329.1719507
140,9,QuerAlba,50,224.6193844
141,9,QuerAlba,20,78.24579157
142,9,QuerAlba,90,260.3696168
143,9,QuerAlba,60,392.5780232
144,9,PinuStro,20,13.49065372
145,9,PinuStro,30,38.4483631
146,9,CaryGlab,50,180.7747598
147,9,CaryGlab,80,471.4983475
148,9,CaryAlba,60,182.7983579
149,9,OxydArbo,40,184.1474233
150,9,AmelArbo,50,116.019622
151,9,QuerVelu,100,234.7373747
152,9,TsugCana,40,38.4483631
153,10,OxydArbo,50,534.9044199
154,10,OxydArbo,40,271.8366724
155,10,OxydArbo,30,122.0904161
156,10,AcerRubr,40,57.3352783
157,10,AcerRubr,30,26.98130744
158,10,AcerRubr,20,26.98130744
159,10,CaryGlab,60,71.50046471
160,10,CaryGlab,90,159.8642466
161,10,QuerPrin,60,318.3794277
162,10,QuerPrin,70,323.7756892
163,10,QuerPrin,50,197.638077
164,10,QuerVelu,130,567.9565215
165,10,QuerVelu,80,206.4070019
166,10,QuerVelu,70,89.71284723
167,10,QuerVelu,50,224.6193844
168,10,CaryAlba,80,240.1336362
169,10,CaryAlba,60,49.91541876
170,10,CaryAlba,50,27.65584012
171,10,CaryAlba,70,136.2556026
172,10,AmelArbo,50,152.444387
173,10,AmelArbo,30,41.14649384
174,10,BetuLent,40,217.8740575
175,10,BetuLent,50,277.9074666
176,10,QuerAlba,80,621.2446037
177,11,AcerRubr,20,407.4177423
178,11,AcerRubr,10,40.47196115
179,11,PinuStro,20,373.0165753
180,11,PinuStro,10,26.98130744
181,11,PinuStro,30,721.7499739
182,11,PinuStro,40,669.8109571
183,11,QuerAlba,20,109.9488278
184,11,RobiPseu,10,13.49065372
185,11,QuerPrin,20,292.072653
186,11,QuerCocc,20,215.8504595
187,11,LiriTuli,20,168.6331715
188,11,LiriTuli,10,40.47196115
189,12,OxydArbo,20,55.31168024
190,12,OxydArbo,30,381.1109675
191,12,OxydArbo,40,113.9960239
192,12,QuerVelu,50,299.4925125
193,12,QuerVelu,60,567.9565215
194,12,LiriTuli,30,283.9782608
195,12,LiriTuli,20,13.49065372
196,12,LiriTuli,50,244.1808323
197,12,LiriTuli,40,298.1434472
198,12,LiriTuli,60,474.1964782
199,12,LiriTuli,80,403.3705462
200,12,QuerAlba,30,21.58504595
201,12,QuerAlba,50,134.2320045
202,12,QuerAlba,60,476.2200763
203,12,QuerPrin,30,155.8170504
204,12,QuerPrin,50,159.1897139
205,12,QuerPrin,80,917.3644528
206,12,QuerPrin,40,99.83083751
207,12,NyssSylv,10,14.1651864
208,12,NyssSylv,30,151.7698543
209,12,AcerRubr,60,588.8670348
210,12,AcerRubr,40,91.73644528
211,12,AcerRubr,20,13.49065372
212,12,CaryGlab,30,25.63224206
213,12,CaryGlab,50,128.1612103
214,12,CaryGlab,40,41.82102653
215,12,QuerRubr,50,183.4728906
216,13,QuerPrin,80,120.7413508
217,13,QuerPrin,60,435.0735824
218,13,QuerPrin,70,354.8041928
219,13,QuerPrin,40,141.651864
220,13,OxydArbo,20,77.57125888
221,13,OxydArbo,50,113.3214912
222,13,OxydArbo,40,75.54766082
223,13,OxydArbo,30,237.4355054
224,13,QuerCocc,130,310.9595682
225,13,QuerCocc,40,52.6135495
226,13,QuerCocc,60,192.9163482
227,13,QuerCocc,80,205.7324692
228,13,QuerVelu,80,691.3960031
229,13,QuerVelu,40,191.5672828
230,13,QuerVelu,30,67.45326859
231,13,QuerVelu,120,272.5112051
232,13,QuerVelu,70,196.9635443
233,13,QuerAlba,50,407.4177423
234,13,QuerAlba,30,39.79742847
235,13,PinuStro,30,40.47196115
236,13,PinuStro,50,93.76004334
237,13,PinuStro,40,29.67943818
238,13,AcerRubr,40,57.3352783
239,13,AcerRubr,30,13.49065372
240,13,NyssSylv,30,84.99111842
241,13,NyssSylv,10,13.49065372
242,13,NyssSylv,20,13.49065372
243,13,QuerStel,70,462.7294225
244,13,PinuVirg,90,144.3499948
245,13,PinuEnch,60,285.3273261
246,14,QuerPrin,50,334.5682122
247,14,QuerPrin,30,185.4964886
248,14,QuerPrin,20,32.37756892
249,14,OxydArbo,30,191.5672828
250,14,OxydArbo,50,198.9871423
251,14,OxydArbo,20,22.93411132
252,14,QuerAlba,20,26.98130744
253,14,QuerAlba,110,486.3380665
254,14,QuerAlba,60,634.7352574
255,14,QuerAlba,10,13.49065372
256,14,QuerAlba,50,200.3362077
257,14,AcerRubr,60,245.5298977
258,14,AcerRubr,70,419.5593306
259,14,AcerRubr,50,189.5436847
260,14,AcerRubr,40,47.21728801
261,14,AcerRubr,90,992.9121137
262,14,CaryAlba,30,13.49065372
263,14,QuerVelu,50,95.10910871
264,14,QuerCocc,130,675.8817513
265,14,QuerCocc,50,248.9025611
266,14,QuerCocc,80,590.8906329
267,14,AmelArbo,60,147.0481255
268,14,PinuStro,130,762.2219351
269,14,PinuStro,50,111.2978932
270,14,PinuStro,40,32.37756892
271,14,CaryGlab,60,118.04322
272,14,BetuLent,70,469.4747494
273,14,NyssSylv,20,57.3352783
274,15,LiquStyr,10,13.49065372
275,15,PinuStro,30,312.3086336
276,15,PinuStro,20,13.49065372
277,15,QuerCocc,10,40.47196115
278,15,AcerRubr,10,13.49065372
279,15,OxydArbo,20,82.96752037
280,15,OxydArbo,30,60.70794173
281,15,NyssSylv,20,33.7266343
282,15,LiriTuli,10,26.98130744
283,15,LiriTuli,20,80.94392231
284,15,QuerStel,10,13.49065372
285,15,PinuEnch,10,13.49065372
286,15,QuerAlba,20,34.40116698
287,16,PinuVirg,20,84.31658574
288,16,PinuVirg,30,87.68924917
289,16,AcerRubr,30,145.6990602
290,16,AcerRubr,50,962.5581428
291,16,PinuStro,40,879.5906224
292,16,PinuStro,20,53.96261487
293,16,PinuStro,30,227.3175152
294,16,OxydArbo,30,36.42476504
295,16,OxydArbo,20,101.8544356
296,16,PinuEnch,30,41.82102653
297,16,PinuEnch,50,472.8474128
298,16,PinuEnch,40,234.062842
299,16,LiriTuli,20,35.07569967
300,16,CornFlor,10,40.47196115
301,16,CornFlor,20,45.86822264
302,16,QuerAlba,30,309.6105028
303,16,IlexOpac,10,13.49065372
304,16,NyssSylv,10,13.49065372
305,16,QuerFalc,30,64.75513785
306,17,QuerCocc,80,375.7147061
307,17,QuerCocc,50,167.2841061
308,17,QuerCocc,30,78.92032425
309,17,AcerRubr,30,105.227099
310,17,AcerRubr,60,539.6261487
311,17,AcerRubr,40,346.0352679
312,17,AcerRubr,50,352.106062
313,17,PinuStro,50,559.8621293
314,17,PinuStro,40,48.56635339
315,17,OxydArbo,30,218.5485902
316,17,OxydArbo,20,24.28317669
317,17,QuerPrin,40,62.73153979
318,17,BetuLent,20,13.49065372
319,17,BetuLent,40,84.99111842
320,17,AmelArbo,40,193.5908809
321,18,PinuVirg,70,80.26938962
322,18,PinuVirg,30,55.31168024
323,18,PinuVirg,40,222.5957864
324,18,PinuVirg,50,193.5908809
325,18,PinuVirg,90,275.2093359
326,18,QuerCocc,30,39.12289578
327,18,QuerCocc,130,576.0509138
328,18,QuerCocc,60,306.2378394
329,18,PinuStro,30,13.49065372
330,18,PinuStro,40,91.0619126
331,18,PinuStro,50,62.0570071
332,18,PinuStro,20,13.49065372
333,18,PinuStro,60,134.2320045
334,18,OxydArbo,30,35.07569967
335,18,OxydArbo,40,65.42967053
336,18,QuerPrin,40,89.71284723
337,18,QuerPrin,50,410.115873
338,18,QuerPrin,130,431.700919
339,18,QuerPrin,60,251.6006918
340,18,QuerPrin,70,153.7934524
341,18,NyssSylv,30,46.54275533
342,18,NyssSylv,10,16.86331715
343,18,NyssSylv,20,41.82102653
344,18,AcerRubr,10,13.49065372
345,18,AcerRubr,70,274.5348032
346,18,PinuEnch,100,227.9920478
347,18,PinuEnch,70,102.5289683
348,19,OxydArbo,20,40.47196115
349,19,OxydArbo,50,143.6754621
350,19,OxydArbo,30,82.29298768
351,19,OxydArbo,40,143.0009294
352,19,AcerRubr,40,36.42476504
353,19,AcerRubr,20,13.49065372
354,19,AcerRubr,70,356.8277908
355,19,AcerRubr,60,355.4787255
356,19,AcerRubr,80,779.0852522
357,19,AcerRubr,50,161.8878446
358,19,QuerCocc,130,513.319374
359,19,QuerPrin,50,84.99111842
360,19,QuerPrin,70,135.5810699
361,19,QuerPrin,130,1218.206031
362,19,QuerPrin,30,40.47196115
363,19,QuerPrin,60,89.03831454
364,19,QuerPrin,120,263.0677475
365,19,PinuVirg,50,103.8780336
366,19,QuerStel,90,437.7717132
367,19,PinuEnch,170,265.0913456
368,19,NyssSylv,160,438.4462458
369,19,NyssSylv,30,16.86331715
370,19,QuerAlba,130,444.51704
371,20,QuerPrin,30,261.7186821
372,20,QuerPrin,40,2293.411132
373,20,QuerPrin,60,717.7027778
374,20,QuerPrin,20,42.49555921
375,20,OxydArbo,30,47.21728801
376,20,OxydArbo,20,48.56635339
377,20,OxydArbo,10,13.49065372
378,20,LiriTuli,40,413.4885365
379,20,LiriTuli,30,43.1700919
380,20,LiriTuli,50,93.08551066
381,20,QuerRubr,30,78.24579157
382,20,CornFlor,10,26.98130744
383,20,CornFlor,20,42.49555921
384,20,BetuAlle,30,116.6941547
385,20,AcerRubr,40,109.9488278
386,20,AcerRubr,10,13.49065372
387,20,CaryGlab,60,340.6390064
388,21,QuerPrin,30,50.58995144
389,21,QuerPrin,50,503.2013837
390,21,QuerPrin,40,303.5397087
391,21,QuerPrin,80,1241.814675
392,21,QuerPrin,70,390.5544251
393,21,QuerPrin,60,439.1207785
394,21,OxydArbo,30,183.4728906
395,21,OxydArbo,40,160.5387792
396,21,PinuVirg,90,1915.672828
397,21,PinuVirg,50,379.0873695
398,21,PinuVirg,70,107.9252297
399,21,NyssSylv,10,40.47196115
400,21,NyssSylv,60,256.3224206
401,21,NyssSylv,40,203.0343385
402,21,AcerRubr,20,13.49065372
403,21,AcerRubr,40,74.87312814
404,21,AcerRubr,60,109.9488278
405,21,QuerCocc,60,254.2988226
406,21,QuerCocc,70,223.9448517
407,21,QuerVelu,60,138.2792006
408,21,PinuEnch,40,13.49065372
409,21,QuerAlba,30,76.22219351
410,22,PrunSero,40,13.49065372
411,22,LiquStyr,20,40.47196115
412,22,PinuTaed,40,622.5936691
413,22,PinuTaed,30,130.8593411
414,22,PinuTaed,20,38.4483631
415,22,PinuTaed,50,81.618455
416,22,QuerFalc,30,42.49555921
417,22,QuerVelu,30,13.49065372
418,22,QuerAlba,30,68.12780128
419,22,CaryAlba,30,26.98130744
420,22,AcerRubr,50,69.47686665
421,22,AcerRubr,40,41.14649384
422,22,AcerRubr,30,40.47196115
423,22,CornFlor,20,20.91051326
424,22,PinuVirg,30,13.49065372
425,22,QuerStel,40,39.12289578
426,22,QuerStel,20,13.49065372
427,22,PinuEnch,50,95.7836414
428,23,PinuTaed,20,13.49065372
429,23,LiriTuli,20,124.7885469
430,23,LiriTuli,30,44.51915727
431,23,NyssSylv,10,49.91541876
432,23,AcerRubr,20,117.3686873
433,23,AcerRubr,30,508.5976452
434,23,AcerRubr,10,13.49065372
435,23,QuerPrin,30,953.1146852
436,23,CornFlor,20,20.23598058
437,23,LiquStyr,20,13.49065372
438,23,LiquStyr,40,414.8376018
439,23,LiquStyr,50,259.0205514
440,23,CaryAlba,50,377.0637714
441,23,QuerRubr,30,241.4827016
442,23,QuerAlba,40,486.3380665
443,23,PinuEnch,30,130.8593411
444,23,IlexOpac,10,27.65584012
445,23,PinuVirg,20,72.84953008
446,24,QuerCocc,40,159.1897139
447,24,QuerCocc,60,387.1817617
448,24,MagnAcum,10,40.47196115
449,24,LiriTuli,30,126.1376123
450,24,LiriTuli,70,370.9929773
451,24,LiriTuli,40,61.38247442
452,24,LiriTuli,50,242.1572342
453,24,PinuTaed,120,1517.024011
454,24,PinuTaed,40,283.9782608
455,24,PinuTaed,20,82.96752037
456,24,CornFlor,20,43.84462458
457,24,CornFlor,30,60.70794173
458,24,CornFlor,10,13.49065372
459,24,OxydArbo,30,420.908396
460,24,OxydArbo,40,337.266343
461,24,PinuEnch,60,777.0616542
462,24,PinuEnch,30,50.58995144
463,24,PinuEnch,50,157.8406485
464,24,PinuEnch,70,288.0254569
465,24,PinuEnch,40,99.15630483
466,24,LiquStyr,10,13.49065372
467,24,PinuVirg,50,32.37756892
468,24,PrunSero,50,62.73153979
469,24,PrunSero,40,13.49065372
470,24,AcerRubr,30,76.89672619
471,25,CaryGlab,40,56.66074562
472,25,CaryGlab,60,824.2789422
473,25,CaryGlab,50,309.6105028
474,25,OxydArbo,20,113.3214912
475,25,OxydArbo,30,169.3077042
476,25,QuerFalc,40,1487.344572
477,25,QuerStel,30,917.3644528
478,25,QuerStel,40,1428.660229
479,25,CaryAlba,50,1079.92683
480,25,NyssSylv,10,13.49065372
481,25,PrunSero,30,66.77873591
482,25,QuerAlba,10,13.49065372
483,25,QuerAlba,50,812.1373538
484,25,LiriTuli,40,231.3647113
485,25,PinuTaed,20,69.47686665
486,25,QuerVelu,50,659.0184341
487,26,OxydArbo,30,325.1247546
488,26,OxydArbo,20,41.14649384
489,26,AcerRubr,30,174.7039657
490,26,AcerRubr,50,364.9221831
491,26,CornFlor,20,151.0953216
492,26,CaryGlab,30,13.49065372
493,26,CaryGlab,40,55.31168024
494,26,CaryGlab,60,903.1992664
495,26,QuerPrin,30,651.5985746
496,26,QuerPrin,40,425.6301248
497,26,QuerPrin,20,93.08551066
498,26,PinuStro,40,1041.478467
499,26,QuerVelu,40,275.8838685
500,26,QuerFalc,60,673.8581532
501,26,QuerAlba,30,143.6754621
502,26,QuerAlba,40,230.6901786
503,26,PinuEnch,30,184.8219559
504,26,QuerCocc,60,891.7322108
505,26,PinuVirg,30,131.5338738
506,27,CaryGlab,30,85.66565111
507,27,CaryGlab,40,98.48177214
508,27,BetuAlle,20,240.1336362
509,27,BetuAlle,30,128.1612103
510,27,BetuAlle,10,13.49065372
511,27,OxydArbo,30,163.23691
512,27,OxydArbo,20,333.8936795
513,27,OxydArbo,10,13.49065372
514,27,QuerAlba,40,159.1897139
515,27,QuerAlba,20,78.24579157
516,27,QuerAlba,30,599.6595578
517,27,QuerPrin,10,13.49065372
518,27,QuerPrin,20,345.3607352
519,27,QuerPrin,30,530.1826911
520,27,TsugCana,30,41.82102653
521,27,TsugCana,20,43.84462458
522,27,AcerRubr,30,297.4689145
523,27,AcerRubr,20,36.42476504
524,27,AcerRubr,40,240.8081689
525,27,LiriTuli,20,97.80723946
526,27,LiriTuli,50,699.4903953
527,27,LiriTuli,60,1197.295517
528,27,LiriTuli,30,84.31658574
529,27,RobiPseu,20,31.02850355
530,27,QuerCocc,30,393.9270886
531,27,NyssSylv,20,201.6852731
532,28,OxydArbo,30,515.342972
533,28,OxydArbo,20,41.14649384
534,28,LiriTuli,20,15.51425178
535,28,LiriTuli,40,77.57125888
536,28,LiriTuli,150,2471.487761
537,28,CaryAlba,30,49.91541876
538,28,CaryAlba,120,4632.690487
539,28,CaryAlba,40,84.99111842
540,28,NyssSylv,20,113.3214912
541,28,NyssSylv,40,372.3420426
542,28,NyssSylv,30,316.3558297
543,28,AcerRubr,30,161.8878446
544,28,AcerRubr,50,999.6574405
545,28,AcerRubr,40,137.6046679
546,28,QuerRubr,140,2623.932148
547,28,QuerPrin,40,104.5525663
548,28,RobiPseu,60,235.4119074
549,29,OxydArbo,20,61.38247442
550,29,OxydArbo,30,274.5348032
551,29,QuerAlba,20,16.18878446
552,29,QuerFalc,30,72.84953008
553,29,QuerFalc,50,915.3408548
554,29,PinuVirg,40,91.0619126
555,29,PinuVirg,60,567.2819889
556,29,PinuVirg,50,841.816792
557,29,NyssSylv,10,26.98130744
558,29,LiriTuli,20,22.93411132
559,29,LiriTuli,70,395.9506866
560,29,QuerRubr,30,38.4483631
561,29,QuerRubr,90,1036.756738
562,29,QuerVelu,60,464.7530206
563,29,QuerVelu,40,82.96752037
564,29,QuerPrin,30,22.25957864
565,29,QuerPrin,60,902.5247337
566,29,QuerPrin,50,227.3175152
567,29,QuerStel,30,60.70794173
568,29,PinuEnch,40,387.8562944
569,29,AcerRubr,20,13.49065372
570,29,QuerCocc,90,415.5121345
571,30,NyssSylv,10,13.49065372
572,30,QuerPrin,40,1065.761644
573,30,QuerPrin,30,1421.914902
574,30,QuerCocc,20,265.0913456
575,30,QuerCocc,30,319.0539604
576,30,OxydArbo,20,14.1651864
577,30,PinuVirg,20,24.95770938
578,31,PinuVirg,40,49.24088607
579,31,PinuVirg,20,13.49065372
580,31,QuerPrin,40,324.4502219
581,31,QuerPrin,30,136.2556026
582,31,QuerPrin,130,395.9506866
583,31,QuerPrin,90,371.6675099
584,31,QuerPrin,10,13.49065372
585,31,AcerRubr,50,43.84462458
586,31,AcerRubr,90,462.7294225
587,31,AcerRubr,60,111.2978932
588,31,QuerRubr,130,1651.256015
589,31,QuerRubr,40,103.8780336
590,31,QuerVelu,40,67.45326859
591,31,QuerVelu,70,153.1189197
592,31,AescBuck,20,13.49065372
593,31,TsugCana,30,18.21238252
594,31,TsugCana,40,40.47196115
595,31,CaryGlab,30,26.98130744
596,32,QuerAlba,40,646.8768458
597,32,PinuVirg,20,132.8829391
598,32,PinuVirg,10,13.49065372
599,32,PinuVirg,30,55.31168024
600,32,CaryGlab,40,687.3488069
601,32,PinuTaed,30,385.8326963
602,32,PinuTaed,20,51.26448413
603,32,PinuEnch,40,694.7686665
604,32,AcerRubr,10,26.98130744
605,32,NyssSylv,10,13.49065372
606,32,QuerCocc,40,864.7509033
607,33,QuerPrin,140,1164.917949
608,33,QuerPrin,50,311.6341009
609,33,QuerPrin,70,816.8590826
610,33,QuerPrin,80,355.4787255
611,33,QuerPrin,60,601.6831558
612,33,QuerPrin,40,130.8593411
613,33,RobiPseu,90,134.9065372
614,33,CaryGlab,70,201.0107404
615,33,MagnMacr,40,161.8878446
616,33,MagnMacr,20,13.49065372
617,33,MagnMacr,50,95.7836414
618,33,OxydArbo,20,53.28808219
619,33,OxydArbo,40,57.3352783
620,33,PinuStro,30,14.1651864
621,33,QuerAlba,80,1512.976814
622,33,QuerAlba,40,298.8179799
623,33,QuerStel,90,754.1275428
624,33,TsugCana,40,158.5151812
625,33,TsugCana,30,20.91051326
626,33,AcerRubr,20,13.49065372
627,33,AcerRubr,40,35.75023235
628,33,AcerRubr,80,603.0322212
629,33,AcerRubr,50,104.5525663
630,33,LiriTuli,70,129.5102757
631,33,LiriTuli,30,13.49065372
632,33,NyssSylv,40,21.58504595
633,33,NyssSylv,50,82.96752037
634,33,SassAlid,40,58.68434367
635,33,QuerCocc,80,905.2228645
636,34,AcerRubr,20,44.51915727
637,34,AcerRubr,30,209.1051326
638,34,AcerRubr,60,707.5847875
639,34,AcerRubr,10,18.88691521
640,34,AcerRubr,40,408.7668077
641,34,AcerRubr,50,660.3674995
642,34,QuerRubr,60,1329.503924
643,34,QuerRubr,30,630.0135286
644,34,QuerRubr,50,774.3635234
645,34,OxydArbo,20,43.84462458
646,34,QuerPrin,30,691.3960031
647,34,NyssSylv,10,13.49065372
648,34,NyssSylv,20,84.99111842
649,34,CaryGlab,50,871.4962302
650,34,LiriTuli,60,469.4747494
651,34,PinuStro,30,236.7609728
652,35,NyssSylv,40,128.1612103
653,35,OxydArbo,50,118.04322
654,35,OxydArbo,60,481.6163377
655,35,OxydArbo,100,439.7953112
656,35,OxydArbo,30,103.8780336
657,35,OxydArbo,40,105.9016317
658,35,QuerPrin,130,3061.029329
659,35,QuerPrin,50,74.19859545
660,35,CaryAlba,70,159.1897139
661,35,CaryAlba,50,97.13270677
662,35,CornFlor,20,26.98130744
663,35,QuerAlba,130,1466.434059
664,35,AcerRubr,80,294.0962511
665,36,FaguGran,20,143.6754621
666,36,LiriTuli,60,521.4137662
667,36,LiriTuli,50,750.0803467
668,36,LiriTuli,20,44.51915727
669,36,LiriTuli,40,565.9329235
670,36,AcerRubr,30,98.48177214
671,36,NyssSylv,10,25.63224206
672,37,QuerRubr,50,738.6132911
673,37,QuerRubr,110,1168.965145
674,37,OxydArbo,30,448.5642361
675,37,OxydArbo,20,35.07569967
676,37,OxydArbo,40,159.1897139
677,37,BetuLent,30,180.1002271
678,37,BetuLent,40,116.6941547
679,37,TsugCana,40,41.82102653
680,37,TsugCana,30,45.19368996
681,37,QuerPrin,50,863.401838
682,37,QuerPrin,40,950.4165544
683,37,QuerPrin,30,59.35887636
684,37,QuerPrin,60,1226.300423
685,37,AcerRubr,40,244.855365
686,37,AcerRubr,30,43.1700919
687,37,AcerPens,10,13.49065372
688,37,AcerPens,20,13.49065372
689,38,AcerSacc,10,26.98130744
690,38,AcerSacc,30,191.5672828
691,38,AcerSacc,20,105.227099
692,38,AcerSacc,110,477.5691416
693,38,AcerSacc,60,182.1238252
694,38,TiliAmer,40,76.22219351
695,38,TiliAmer,90,543.6733448
696,38,AescBuck,20,23.60864401
697,38,LiriTuli,20,215.1759268
698,38,LiriTuli,70,471.4983475
699,38,LiriTuli,30,209.7796653
700,38,TsugCana,20,13.49065372
701,38,FraxAmer,100,1049.572859
702,38,AcerRubr,30,81.618455
703,38,AcerRubr,10,13.49065372
704,38,AcerPens,10,13.49065372
705,39,RobiPseu,40,1529.165599
706,39,RobiPseu,30,132.2084064
707,39,RobiPseu,20,38.4483631
708,39,RobiPseu,100,1983.126097
709,39,TiliAmer,10,121.4158835
710,39,BetuLent,30,501.8523183
711,39,BetuLent,20,134.9065372
712,39,FaguGran,40,79.59485694
713,39,LiriTuli,50,304.888774
714,39,AcerRubr,60,420.908396
715,39,CaryOvat,60,849.2366516
716,40,RobiPseu,60,179.4256945
717,40,RobiPseu,100,522.7628316
718,40,RobiPseu,30,26.98130744
719,40,QuerPrin,60,130.8593411
720,40,QuerPrin,140,4542.303107
721,40,QuerPrin,40,81.618455
722,40,QuerPrin,90,677.9053493
723,40,QuerPrin,50,163.9114427
724,40,QuerPrin,100,633.3861921
725,40,TsugCana,60,414.8376018
726,40,TsugCana,100,1380.093875
727,40,TsugCana,40,59.35887636
728,40,TsugCana,30,32.37756892
729,40,OxydArbo,40,290.7235876
730,40,OxydArbo,30,64.08060516
731,40,LiriTuli,70,95.7836414
732,40,LiriTuli,90,188.8691521
733,40,LiriTuli,140,697.4667972
734,40,LiriTuli,80,47.21728801
735,40,BetuLent,50,168.6331715
736,40,AcerRubr,70,994.261179
737,40,AcerRubr,50,246.2044304
738,40,AcerRubr,60,198.3126097
739,40,AcerRubr,40,68.80233396
740,40,QuerRubr,140,905.2228645
741,40,QuerRubr,110,661.0420322
742,40,QuerRubr,70,392.5780232
